CLASS_TYPE,CHAR_NAME,CHAR_VALUE,ABBREVIATION,INACTIVE
FINISHED_GOODS,FLAVOR,WAVY FIRE ROASTED JALAPENO,WVY FR RST JP,NULL
FINISHED_GOODS,FLAVOR,WAVY SWEET & TANGY BBQ,WVY SWT TG BBQ,NULL
FINISHED_GOODS,FLAVOR,WG FRCINN,WG FRSTD CINN,
FINISHED_GOODS,FLAVOR,WHAM,WHAM,
FINISHED_GOODS,FLAVOR,WHEAT,WHEAT,
FINISHED_GOODS,FLAVOR,WHEAT & BLUEBERRY,WHEAT&BLUBRRY,
FINISHED_GOODS,FLAVOR,WHEAT TOAST,WHEAT TST,
FINISHED_GOODS,FLAVOR,WHEATABLES GLDN WHT,GLDN WHEAT,
FINISHED_GOODS,FLAVOR,WHITE BUMPED RICE,WHT BMPD RCE,
FINISHED_GOODS,FLAVOR,WHITE CHEDDAR,WHT CHDR,
FINISHED_GOODS,FLAVOR,WHITE CHEDDAR BACON,WHT CHDR BCN,
FINISHED_GOODS,FLAVOR,WHITE CHEDDAR WHOLE GRAIN,WH CHDR WH GRN,NULL
FINISHED_GOODS,FLAVOR,WHITE CHOCOLATE,WHT CHOC,
FINISHED_GOODS,FLAVOR,WHOLE GRAIN,WHL GRN,
FINISHED_GOODS,FLAVOR,WHOLE GRAIN BROWN SUGAR CINN,WHL GRN BRWN SGR CINN,
FINISHED_GOODS,FLAVOR,WHOLE GRAIN CHIK,WHL GRN CHK,NULL
FINISHED_GOODS,FLAVOR,WHOLE GRAIN CHOCOLATE,WHL GRN CHOC,
FINISHED_GOODS,FLAVOR,WHOLE GRAIN CHOCOLATE CHIP,WHL GRN CHOC CHIP,
FINISHED_GOODS,FLAVOR,WHOLE GRAIN FROOT LOOP,WHL GRN FL,NULL
FINISHED_GOODS,FLAVOR,WHOLE GRAIN SPICY CHIK,WHL GRN SPCY CHK,NULL
FINISHED_GOODS,FLAVOR,WHOLE WHEAT,WHL WHEAT,
FINISHED_GOODS,FLAVOR,WILD BERRY,WILD BRRY,
FINISHED_GOODS,FLAVOR,WILD BLUEBERRY,WILD BLUBRRY,
FINISHED_GOODS,FLAVOR,WILD STRAWBERRY,WILD STRWBRRY,
FINISHED_GOODS,FLAVOR,WILDLICIOUS WILD FRUIT FUSION,WW FRTFUSN,
FINISHED_GOODS,FLAVOR,XTRA HOT,XTR HOT,NULL
FINISHED_GOODS,FLAVOR,ZESTY JALAPEÑO CHEDDAR,ZSTY JLPN CHDR,NULL
FINISHED_GOODS,FLAVOR,ZESTY RANCH,ZSTY RNCH,
FINISHED_GOODS,FLAVOR,ZESTY SOUR CREAM & ONION,ZSTY SCO,NULL
FINISHED_GOODS,FLAVOR,ZOO ANIMAL,ZOO ANML,
