T179_STUFE_LEVEL,T179_PRODH_NUM,T179T_VTEXT_DESC,INACTIVE,CHAR_VALUE
5,20301001150001,OTHER CRACKERS XS,,XS
6,203010011500010001,OTHER CRACKERS XS P1,,P1
6,203010011500010002,OTHER CRACKERS XS P2,,P2
6,203010011500010003,OTHER CRACKERS XS P3,,P3
6,203010011500010004,OTHER CRACKERS XS P4,,P4
6,203010011500010005,OTHER CRACKERS XS P5,,P5
6,203010011500010006,OTHER CRACKERS XS P6,,P6
5,20301001150002,OTHER CRACKERS S,,S
6,203010011500020001,OTHER CRACKERS S P1,,P1
6,203010011500020002,OTHER CRACKERS S P2,,P2
6,203010011500020003,OTHER CRACKERS S P3,,P3
6,203010011500020004,OTHER CRACKERS S P4,,P4
6,203010011500020005,OTHER CRACKERS S P5,,P5
6,203010011500020006,OTHER CRACKERS S P6,,P6
5,20301001150003,OTHER CRACKERS M,,M
6,203010011500030001,OTHER CRACKERS M P1,,P1
6,203010011500030002,OTHER CRACKERS M P2,,P2
6,203010011500030003,OTHER CRACKERS M P3,,P3
6,203010011500030004,OTHER CRACKERS M P4,,P4
6,203010011500030005,OTHER CRACKERS M P5,,P5
6,203010011500030006,OTHER CRACKERS M P6,,P6
5,20301001150004,OTHER CRACKERS L,,L
6,203010011500040001,OTHER CRACKERS L P1,,P1
6,203010011500040002,OTHER CRACKERS L P2,,P2
6,203010011500040003,OTHER CRACKERS L P3,,P3
6,203010011500040004,OTHER CRACKERS L P4,,P4
6,203010011500040005,OTHER CRACKERS L P5,,P5
6,203010011500040006,OTHER CRACKERS L P6,,P6
5,20301001150005,OTHER CRACKERS XL,,XL
6,203010011500050001,OTHER CRACKERS XL P1,,P1
6,203010011500050002,OTHER CRACKERS XL P2,,P2
6,203010011500050003,OTHER CRACKERS XL P3,,P3
6,203010011500050004,OTHER CRACKERS XL P4,,P4
6,203010011500050005,OTHER CRACKERS XL P5,,P5
6,203010011500050006,OTHER CRACKERS XL P6,,P6
4,2030100189,BEANATURAL,X,
5,20301001890001,BEANATURAL XS,,XS
6,203010018900010001,BEANATURAL XS P1,,P1
6,203010018900010002,BEANATURAL XS P2,,P2
6,203010018900010003,BEANATURAL XS P3,,P3
6,203010018900010004,BEANATURAL XS P4,,P4
6,203010018900010005,BEANATURAL XS P5,,P5
6,203010018900010006,BEANATURAL XS P6,,P6
5,20301001890002,BEANATURAL S,,S
6,203010018900020001,BEANATURAL S P1,,P1
6,203010018900020002,BEANATURAL S P2,,P2
6,203010018900020003,BEANATURAL S P3,,P3
6,203010018900020004,BEANATURAL S P4,,P4
6,203010018900020005,BEANATURAL S P5,,P5
6,203010018900020006,BEANATURAL S P6,,P6
5,20301001890003,BEANATURAL M,,M
6,203010018900030001,BEANATURAL M P1,,P1
6,203010018900030002,BEANATURAL M P2,,P2
6,203010018900030003,BEANATURAL M P3,,P3
6,203010018900030004,BEANATURAL M P4,,P4
6,203010018900030005,BEANATURAL M P5,,P5
6,203010018900030006,BEANATURAL M P6,,P6
5,20301001890004,BEANATURAL L,,L
6,203010018900040001,BEANATURAL L P1,,P1
6,203010018900040002,BEANATURAL L P2,,P2
6,203010018900040003,BEANATURAL L P3,,P3
6,203010018900040004,BEANATURAL L P4,,P4
6,203010018900040005,BEANATURAL L P5,,P5
6,203010018900040006,BEANATURAL L P6,,P6
5,20301001890005,BEANATURAL XL,,XL
6,203010018900050001,BEANATURAL XL P1,,P1
6,203010018900050002,BEANATURAL XL P2,,P2
6,203010018900050003,BEANATURAL XL P3,,P3
6,203010018900050004,BEANATURAL XL P4,,P4
6,203010018900050005,BEANATURAL XL P5,,P5
6,203010018900050006,BEANATURAL XL P6,,P6
4,2030100190,KASHI PITA CRACKERS,X,
5,20301001900001,KASHI PITA CRACKERS XS,,XS
6,203010019000010001,KASHI PITA CRACKERS XS P1,,P1
6,203010019000010002,KASHI PITA CRACKERS XS P2,,P2
6,203010019000010003,KASHI PITA CRACKERS XS P3,,P3
6,203010019000010004,KASHI PITA CRACKERS XS P4,,P4
6,203010019000010005,KASHI PITA CRACKERS XS P5,,P5
6,203010019000010006,KASHI PITA CRACKERS XS P6,,P6
5,20301001900002,KASHI PITA CRACKERS S,,S
6,203010019000020001,KASHI PITA CRACKERS S P1,,P1
6,203010019000020002,KASHI PITA CRACKERS S P2,,P2
6,203010019000020003,KASHI PITA CRACKERS S P3,,P3
6,203010019000020004,KASHI PITA CRACKERS S P4,,P4
6,203010019000020005,KASHI PITA CRACKERS S P5,,P5
6,203010019000020006,KASHI PITA CRACKERS S P6,,P6
5,20301001900003,KASHI PITA CRACKERS M,,M
6,203010019000030001,KASHI PITA CRACKERS M P1,,P1
6,203010019000030002,KASHI PITA CRACKERS M P2,,P2
6,203010019000030003,KASHI PITA CRACKERS M P3,,P3
6,203010019000030004,KASHI PITA CRACKERS M P4,,P4
6,203010019000030005,KASHI PITA CRACKERS M P5,,P5
6,203010019000030006,KASHI PITA CRACKERS M P6,,P6
5,20301001900004,KASHI PITA CRACKERS L,,L
6,203010019000040001,KASHI PITA CRACKERS L P1,,P1
6,203010019000040002,KASHI PITA CRACKERS L P2,,P2
6,203010019000040003,KASHI PITA CRACKERS L P3,,P3
6,203010019000040004,KASHI PITA CRACKERS L P4,,P4
6,203010019000040005,KASHI PITA CRACKERS L P5,,P5
6,203010019000040006,KASHI PITA CRACKERS L P6,,P6
5,20301001900005,KASHI PITA CRACKERS MOD/SHIP,,MOD/SHIP
6,203010019000050001,KASHI PITA CRACKERS MOD/SHIP P1,,P1
6,203010019000050002,KASHI PITA CRACKERS MOD/SHIP P2,,P2
6,203010019000050003,KASHI PITA CRACKERS MOD/SHIP P3,,P3
6,203010019000050004,KASHI PITA CRACKERS MOD/SHIP P4,,P4
6,203010019000050005,KASHI PITA CRACKERS MOD/SHIP P5,,P5
6,203010019000050006,KASHI PITA CRACKERS MOD/SHIP P6,,P6
4,2030100209,CADDIES MIXED CRACKERS OTG,,
5,20301002090001,CADDIES MIXED CRACKERS OTG XS,,XS
6,203010020900010001,CADDIES MIXED CRACKERS OTG XS P1,,P1
6,203010020900010002,CADDIES MIXED CRACKERS OTG XS P2,,P2
6,203010020900010003,CADDIES MIXED CRACKERS OTG XS P3,,P3
6,203010020900010004,CADDIES MIXED CRACKERS OTG XS P4,,P4
6,203010020900010005,CADDIES MIXED CRACKERS OTG XS P5,,P5
6,203010020900010006,CADDIES MIXED CRACKERS OTG XS P6,,P6
5,20301002090002,CADDIES MIXED CRACKERS OTG S,,S
6,203010020900020001,CADDIES MIXED CRACKERS OTG S P1,,P1
6,203010020900020002,CADDIES MIXED CRACKERS OTG S P2,,P2
6,203010020900020003,CADDIES MIXED CRACKERS OTG S P3,,P3
6,203010020900020004,CADDIES MIXED CRACKERS OTG S P4,,P4
6,203010020900020005,CADDIES MIXED CRACKERS OTG S P5,,P5
6,203010020900020006,CADDIES MIXED CRACKERS OTG S P6,,P6
5,20301002090003,CADDIES MIXED CRACKERS OTG M,,M
6,203010020900030001,CADDIES MIXED CRACKERS OTG M P1,,P1
6,203010020900030002,CADDIES MIXED CRACKERS OTG M P2,,P2
6,203010020900030003,CADDIES MIXED CRACKERS OTG M P3,,P3
6,203010020900030004,CADDIES MIXED CRACKERS OTG M P4,,P4
6,203010020900030005,CADDIES MIXED CRACKERS OTG M P5,,P5
6,203010020900030006,CADDIES MIXED CRACKERS OTG M P6,,P6
5,20301002090004,CADDIES MIXED CRACKERS OTG SPECIAL PK,,SPECIAL PK
6,203010020900040001,CADDIES MIXED CRACKERS OTG SPECIAL PK P1,,P1
6,203010020900040002,CADDIES MIXED CRACKERS OTG SPECIAL PK P2,,P2
6,203010020900040003,CADDIES MIXED CRACKERS OTG SPECIAL PK P3,,P3
6,203010020900040004,CADDIES MIXED CRACKERS OTG SPECIAL PK P4,,P4
6,203010020900040005,CADDIES MIXED CRACKERS OTG SPECIAL PK P5,,P5
6,203010020900040006,CADDIES MIXED CRACKERS OTG SPECIAL PK P6,,P6
5,20301002090005,CADDIES MIXED CRACKERS OTG MOD/SHIP,,MOD/SHIP
6,203010020900050001,CADDIES MIXED CRACKERS OTG MOD/SHIP P1,,P1
6,203010020900050002,CADDIES MIXED CRACKERS OTG MOD/SHIP P2,,P2
6,203010020900050003,CADDIES MIXED CRACKERS OTG MOD/SHIP P3,,P3
6,203010020900050004,CADDIES MIXED CRACKERS OTG MOD/SHIP P4,,P4
6,203010020900050005,CADDIES MIXED CRACKERS OTG MOD/SHIP P5,,P5
6,203010020900050006,CADDIES MIXED CRACKERS OTG MOD/SHIP P6,,P6
5,20301002090006,CADDIES MIXED CRACKERS OTG XL,,XL
6,203010020900060001,CADDIES MIXED CRACKERS OTG XL P1,,P1
6,203010020900060002,CADDIES MIXED CRACKERS OTG XL P2,,P2
5,20301002090007,CADDIES MIXED CRACKERS OTG CLUB PK,,CLUB PK
6,203010020900070001,CADDIES MIXED CRACKERS OTG CLUB PK P1,,P1
6,203010020900070002,CADDIES MIXED CRACKERS OTG CLUB PK P2,,P2
6,203010020900070003,CADDIES MIXED CRACKERS OTG CLUB PK P3,,P3
6,203010020900070004,CADDIES MIXED CRACKERS OTG CLUB PK P4,,P4
6,203010020900070005,CADDIES MIXED CRACKERS OTG CLUB PK P5,,P5
6,203010020900070006,CADDIES MIXED CRACKERS OTG CLUB PK P6,,P6
5,20301002090008,CADDIES MIXED CRACKERS OTG L,,L
6,203010020900080001,CADDIES MIXED CRACKERS OTG L P1,,P1
6,203010020900080002,CADDIES MIXED CRACKERS OTG L P2,,P2
6,203010020900080003,CADDIES MIXED CRACKERS OTG L P3,,P3
6,203010020900080004,CADDIES MIXED CRACKERS OTG L P4,,P4
6,203010020900080005,CADDIES MIXED CRACKERS OTG L P5,,P5
6,203010020900080006,CADDIES MIXED CRACKERS OTG L P6,,P6
4,2030100212,AUSTIN CRACKERS,X,
5,20301002120001,AUSTIN CRACKERS XS,,XS
6,203010021200010001,AUSTIN CRACKERS XS P1,,P1
6,203010021200010002,AUSTIN CRACKERS XS P2,,P2
6,203010021200010003,AUSTIN CRACKERS XS P3,,P3
6,203010021200010004,AUSTIN CRACKERS XS P4,,P4
6,203010021200010005,AUSTIN CRACKERS XS P5,,P5
6,203010021200010006,AUSTIN CRACKERS XS P6,,P6
5,20301002120002,AUSTIN CRACKERS S,,S
6,203010021200020001,AUSTIN CRACKERS S P1,,P1
6,203010021200020002,AUSTIN CRACKERS S P2,,P2
6,203010021200020003,AUSTIN CRACKERS S P3,,P3
6,203010021200020004,AUSTIN CRACKERS S P4,,P4
6,203010021200020005,AUSTIN CRACKERS S P5,,P5
6,203010021200020006,AUSTIN CRACKERS S P6,,P6
5,20301002120003,AUSTIN CRACKERS M,,M
6,203010021200030001,AUSTIN CRACKERS M P1,,P1
6,203010021200030002,AUSTIN CRACKERS M P2,,P2
6,203010021200030003,AUSTIN CRACKERS M P3,,P3
6,203010021200030004,AUSTIN CRACKERS M P4,,P4
6,203010021200030005,AUSTIN CRACKERS M P5,,P5
6,203010021200030006,AUSTIN CRACKERS M P6,,P6
5,20301002120004,AUSTIN CRACKERS L,,L
6,203010021200040001,AUSTIN CRACKERS L P1,,P1
6,203010021200040002,AUSTIN CRACKERS L P2,,P2
6,203010021200040003,AUSTIN CRACKERS L P3,,P3
6,203010021200040004,AUSTIN CRACKERS L P4,,P4
6,203010021200040005,AUSTIN CRACKERS L P5,,P5
6,203010021200040006,AUSTIN CRACKERS L P6,,P6
5,20301002120005,AUSTIN CRACKERS XL,,XL
6,203010021200050001,AUSTIN CRACKERS XL P1,,P1
6,203010021200050002,AUSTIN CRACKERS XL P2,,P2
6,203010021200050003,AUSTIN CRACKERS XL P3,,P3
6,203010021200050004,AUSTIN CRACKERS XL P4,,P4
6,203010021200050005,AUSTIN CRACKERS XL P5,,P5
6,203010021200050006,AUSTIN CRACKERS XL P6,,P6
4,2030100236,BEAR NAKED CRACKERS,X,
5,20301002360001,BEAR NAKED CRACKERS XS,,XS
6,203010023600010001,BEAR NAKED CRACKERS XS P1,,P1
6,203010023600010002,BEAR NAKED CRACKERS XS P2,,P2
6,203010023600010003,BEAR NAKED CRACKERS XS P3,,P3
6,203010023600010004,BEAR NAKED CRACKERS XS P4,,P4
6,203010023600010005,BEAR NAKED CRACKERS XS P5,,P5
6,203010023600010006,BEAR NAKED CRACKERS XS P6,,P6
5,20301002360002,BEAR NAKED CRACKERS S,,S
6,203010023600020001,BEAR NAKED CRACKERS S P1,,P1
6,203010023600020002,BEAR NAKED CRACKERS S P2,,P2
6,203010023600020003,BEAR NAKED CRACKERS S P3,,P3
6,203010023600020004,BEAR NAKED CRACKERS S P4,,P4
6,203010023600020005,BEAR NAKED CRACKERS S P5,,P5
6,203010023600020006,BEAR NAKED CRACKERS S P6,,P6
5,20301002360003,BEAR NAKED CRACKERS M,,M
6,203010023600030001,BEAR NAKED CRACKERS M P1,,P1
6,203010023600030002,BEAR NAKED CRACKERS M P2,,P2
6,203010023600030003,BEAR NAKED CRACKERS M P3,,P3
6,203010023600030004,BEAR NAKED CRACKERS M P4,,P4
6,203010023600030005,BEAR NAKED CRACKERS M P5,,P5
6,203010023600030006,BEAR NAKED CRACKERS M P6,,P6
5,20301002360004,BEAR NAKED CRACKERS L,,L
6,203010023600040001,BEAR NAKED CRACKERS L P1,,P1
6,203010023600040002,BEAR NAKED CRACKERS L P2,,P2
6,203010023600040003,BEAR NAKED CRACKERS L P3,,P3
6,203010023600040004,BEAR NAKED CRACKERS L P4,,P4
6,203010023600040005,BEAR NAKED CRACKERS L P5,,P5
6,203010023600040006,BEAR NAKED CRACKERS L P6,,P6
5,20301002360005,BEAR NAKED CRACKERS XL,,XL
6,203010023600050001,BEAR NAKED CRACKERS XL P1,,P1
6,203010023600050002,BEAR NAKED CRACKERS XL P2,,P2
6,203010023600050003,BEAR NAKED CRACKERS XL P3,,P3
6,203010023600050004,BEAR NAKED CRACKERS XL P4,,P4
6,203010023600050005,BEAR NAKED CRACKERS XL P5,,P5
6,203010023600050006,BEAR NAKED CRACKERS XL P6,,P6
4,2030100238,KASHI CRISP CRACKERS,X,
5,20301002380001,KASHI CRISP CRACKERS XS,,XS
6,203010023800010001,KASHI CRISP CRACKERS XS P1,,P1
6,203010023800010002,KASHI CRISP CRACKERS XS P2,,P2
6,203010023800010003,KASHI CRISP CRACKERS XS P3,,P3
6,203010023800010004,KASHI CRISP CRACKERS XS P4,,P4
6,203010023800010005,KASHI CRISP CRACKERS XS P5,,P5
6,203010023800010006,KASHI CRISP CRACKERS XS P6,,P6
5,20301002380002,KASHI CRISP CRACKERS S,,S
6,203010023800020001,KASHI CRISP CRACKERS S P1,,P1
6,203010023800020002,KASHI CRISP CRACKERS S P2,,P2
6,203010023800020003,KASHI CRISP CRACKERS S P3,,P3
6,203010023800020004,KASHI CRISP CRACKERS S P4,,P4
6,203010023800020005,KASHI CRISP CRACKERS S P5,,P5
6,203010023800020006,KASHI CRISP CRACKERS S P6,,P6
5,20301002380003,KASHI CRISP CRACKERS M,,M
6,203010023800030001,KASHI CRISP CRACKERS M P1,,P1
6,203010023800030002,KASHI CRISP CRACKERS M P2,,P2
6,203010023800030003,KASHI CRISP CRACKERS M P3,,P3
6,203010023800030004,KASHI CRISP CRACKERS M P4,,P4
6,203010023800030005,KASHI CRISP CRACKERS M P5,,P5
6,203010023800030006,KASHI CRISP CRACKERS M P6,,P6
5,20301002380004,KASHI CRISP CRACKERS L,,L
6,203010023800040001,KASHI CRISP CRACKERS L P1,,P1
6,203010023800040002,KASHI CRISP CRACKERS L P2,,P2
6,203010023800040003,KASHI CRISP CRACKERS L P3,,P3
6,203010023800040004,KASHI CRISP CRACKERS L P4,,P4
6,203010023800040005,KASHI CRISP CRACKERS L P5,,P5
6,203010023800040006,KASHI CRISP CRACKERS L P6,,P6
5,20301002380005,KASHI CRISP CRACKERS XL,,XL
6,203010023800050001,KASHI CRISP CRACKERS XL P1,,P1
6,203010023800050002,KASHI CRISP CRACKERS XL P2,,P2
6,203010023800050003,KASHI CRISP CRACKERS XL P3,,P3
6,203010023800050004,KASHI CRISP CRACKERS XL P4,,P4
6,203010023800050005,KASHI CRISP CRACKERS XL P5,,P5
6,203010023800050006,KASHI CRISP CRACKERS XL P6,,P6
4,2030100270,CHEEZ-IT SANDWICH CRACKERS,X,
5,20301002700001,CHEEZ-IT SANDWICH CRACKERS XS,,XS
6,203010027000010001,CHEEZ-IT SANDWICH CRACKERS XS P1,,P1
6,203010027000010002,CHEEZ-IT SANDWICH CRACKERS XS P2,,P2
6,203010027000010003,CHEEZ-IT SANDWICH CRACKERS XS P3,,P3
6,203010027000010004,CHEEZ-IT SANDWICH CRACKERS XS P4,,P4
6,203010027000010005,CHEEZ-IT SANDWICH CRACKERS XS P5,,P5
6,203010027000010006,CHEEZ-IT SANDWICH CRACKERS XS P6,,P6
5,20301002700002,CHEEZ-IT SANDWICH CRACKERS S,,S
6,203010027000020001,CHEEZ-IT SANDWICH CRACKERS S P1,,P1
6,203010027000020002,CHEEZ-IT SANDWICH CRACKERS S P2,,P2
6,203010027000020003,CHEEZ-IT SANDWICH CRACKERS S P3,,P3
6,203010027000020004,CHEEZ-IT SANDWICH CRACKERS S P4,,P4
6,203010027000020005,CHEEZ-IT SANDWICH CRACKERS S P5,,P5
6,203010027000020006,CHEEZ-IT SANDWICH CRACKERS S P6,,P6
5,20301002700003,CHEEZ-IT SANDWICH CRACKERS M,,M
6,203010027000030001,CHEEZ-IT SANDWICH CRACKERS M P1,,P1
6,203010027000030002,CHEEZ-IT SANDWICH CRACKERS M P2,,P2
6,203010027000030003,CHEEZ-IT SANDWICH CRACKERS M P3,,P3
6,203010027000030004,CHEEZ-IT SANDWICH CRACKERS M P4,,P4
6,203010027000030005,CHEEZ-IT SANDWICH CRACKERS M P5,,P5
6,203010027000030006,CHEEZ-IT SANDWICH CRACKERS M P6,,P6
5,20301002700004,CHEEZ-IT SANDWICH CRACKERS L,,L
6,203010027000040001,CHEEZ-IT SANDWICH CRACKERS L P1,,P1
6,203010027000040002,CHEEZ-IT SANDWICH CRACKERS L P2,,P2
6,203010027000040003,CHEEZ-IT SANDWICH CRACKERS L P3,,P3
6,203010027000040004,CHEEZ-IT SANDWICH CRACKERS L P4,,P4
6,203010027000040005,CHEEZ-IT SANDWICH CRACKERS L P5,,P5
6,203010027000040006,CHEEZ-IT SANDWICH CRACKERS L P6,,P6
5,20301002700005,CHEEZ-IT SANDWICH CRACKERS CLUB PACK,,CLUB PK
6,203010027000050001,CHEEZ-IT SANDWICH CRACKERS CLUB PACK P1,,P1
6,203010027000050002,CHEEZ-IT SANDWICH CRACKERS CLUB PACK P2,,P2
6,203010027000050003,CHEEZ-IT SANDWICH CRACKERS CLUB PACK P3,,P3
6,203010027000050004,CHEEZ-IT SANDWICH CRACKERS CLUB PACK P4,,P4
6,203010027000050005,CHEEZ-IT SANDWICH CRACKERS CLUB PACK P5,,P5
6,203010027000050006,CHEEZ-IT SANDWICH CRACKERS CLUB PACK P6,,P6
4,2030100319,PURE CRACKERS,,PURE CRCKR
5,20301003190001,PURE CRACKERS XS,,XS
6,203010031900010001,PURE CRACKERS XS P1,,P1
6,203010031900010002,PURE CRACKERS XS P2,,P2
6,203010031900010003,PURE CRACKERS XS P3,,P3
6,203010031900010004,PURE CRACKERS XS P4,,P4
6,203010031900010005,PURE CRACKERS XS P5,,P5
6,203010031900010006,PURE CRACKERS XS P6,,P6
5,20301003190002,PURE CRACKERS S,,S
6,203010031900020001,PURE CRACKERS S P1,,P1
6,203010031900020002,PURE CRACKERS S P2,,P2
6,203010031900020003,PURE CRACKERS S P3,,P3
6,203010031900020004,PURE CRACKERS S P4,,P4
6,203010031900020005,PURE CRACKERS S P5,,P5
6,203010031900020006,PURE CRACKERS S P6,,P6
5,20301003190003,PURE CRACKERS M,,M
6,203010031900030001,PURE CRACKERS M P1,,P1
6,203010031900030002,PURE CRACKERS M P2,,P2
6,203010031900030003,PURE CRACKERS M P3,,P3
6,203010031900030004,PURE CRACKERS M P4,,P4
6,203010031900030005,PURE CRACKERS M P5,,P5
6,203010031900030006,PURE CRACKERS M P6,,P6
5,20301003190004,PURE CRACKERS L,,L
6,203010031900040001,PURE CRACKERS L P1,,P1
6,203010031900040002,PURE CRACKERS L P2,,P2
6,203010031900040003,PURE CRACKERS L P3,,P3
6,203010031900040004,PURE CRACKERS L P4,,P4
6,203010031900040005,PURE CRACKERS L P5,,P5
6,203010031900040006,PURE CRACKERS L P6,,P6
5,20301003190005,PURE CRACKERS XL,,XL
6,203010031900050001,PURE CRACKERS XL P1,,P1
6,203010031900050002,PURE CRACKERS XL P2,,P2
6,203010031900050003,PURE CRACKERS XL P3,,P3
6,203010031900050004,PURE CRACKERS XL P4,,P4
6,203010031900050005,PURE CRACKERS XL P5,,P5
6,203010031900050006,PURE CRACKERS XL P6,,P6
5,20301003190006,PURE CRACKERS CLUB PK,,CLUB PK
6,203010031900060001,PURE CRACKERS CLUB PK P1,,P1
6,203010031900060002,PURE CRACKERS CLUB PK P2,,P2
6,203010031900060003,PURE CRACKERS CLUB PK P3,,P3
6,203010031900060004,PURE CRACKERS CLUB PK P4,,P4
6,203010031900060005,PURE CRACKERS CLUB PK P5,,P5
6,203010031900060006,PURE CRACKERS CLUB PK P6,,P6
5,20301003190007,PURE CRACKERS MOD/SHIPPER,,MOD/SHIP
6,203010031900070001,PURE CRACKERS MOD/SHIPPER P1,,P1
6,203010031900070002,PURE CRACKERS MOD/SHIPPER P2,,P2
6,203010031900070003,PURE CRACKERS MOD/SHIPPER P3,,P3
6,203010031900070004,PURE CRACKERS MOD/SHIPPER P4,,P4
6,203010031900070005,PURE CRACKERS MOD/SHIPPER P5,,P5
6,203010031900070006,PURE CRACKERS MOD/SHIPPER P6,,P6
5,20301003190008,PURE CRACKERS SPECIAL PK,,SPECIAL PK
6,203010031900080001,PURE CRACKERS SPECIAL PK P1,,P1
6,203010031900080002,PURE CRACKERS SPECIAL PK P2,,P2
6,203010031900080003,PURE CRACKERS SPECIAL PK P3,,P3
6,203010031900080004,PURE CRACKERS SPECIAL PK P4,,P4
6,203010031900080005,PURE CRACKERS SPECIAL PK P5,,P5
6,203010031900080006,PURE CRACKERS SPECIAL PK P6,,P6
4,2030100323,CLUB CRACKERS OTG,,
5,20301003230001,CLUB CRACKERS OTG XS,,XS
6,203010032300010001,CLUB CRACKERS OTG XS P1,,P1
6,203010032300010002,CLUB CRACKERS OTG XS P2,,P2
6,203010032300010003,CLUB CRACKERS OTG XS P3,,P3
6,203010032300010004,CLUB CRACKERS OTG XS P4,,P4
6,203010032300010005,CLUB CRACKERS OTG XS P5,,P5
6,203010032300010006,CLUB CRACKERS OTG XS P6,,P6
5,20301003230002,CLUB CRACKERS OTG S,,S
6,203010032300020001,CLUB CRACKERS OTG S P1,,P1
6,203010032300020002,CLUB CRACKERS OTG S P2,,P2
6,203010032300020003,CLUB CRACKERS OTG S P3,,P3
6,203010032300020004,CLUB CRACKERS OTG S P4,,P4
6,203010032300020005,CLUB CRACKERS OTG S P5,,P5
6,203010032300020006,CLUB CRACKERS OTG S P6,,P6
5,20301003230003,CLUB CRACKERS OTG M,,M
6,203010032300030001,CLUB CRACKERS OTG M P1,,P1
6,203010032300030002,CLUB CRACKERS OTG M P2,,P2
6,203010032300030003,CLUB CRACKERS OTG M P3,,P3
6,203010032300030004,CLUB CRACKERS OTG M P4,,P4
6,203010032300030005,CLUB CRACKERS OTG M P5,,P5
6,203010032300030006,CLUB CRACKERS OTG M P6,,P6
5,20301003230004,CLUB CRACKERS OTG L,,L
6,203010032300040001,CLUB CRACKERS OTG L P1,,P1
6,203010032300040002,CLUB CRACKERS OTG L P2,,P2
6,203010032300040003,CLUB CRACKERS OTG L P3,,P3
6,203010032300040004,CLUB CRACKERS OTG L P4,,P4
6,203010032300040005,CLUB CRACKERS OTG L P5,,P5
6,203010032300040006,CLUB CRACKERS OTG L P6,,P6
5,20301003230005,CLUB CRACKERS OTG XL,,XL
6,203010032300050001,CLUB CRACKERS OTG XL P1,,P1
6,203010032300050002,CLUB CRACKERS OTG XL P2,,P2
6,203010032300050003,CLUB CRACKERS OTG XL P3,,P3
6,203010032300050004,CLUB CRACKERS OTG XL P4,,P4
6,203010032300050005,CLUB CRACKERS OTG XL P5,,P5
6,203010032300050006,CLUB CRACKERS OTG XL P6,,P6
5,20301003230006,CLUB CRACKERS OTG CLUB PK,,CLUB PK
6,203010032300060001,CLUB CRACKERS OTG CLUB PK P1,,P1
6,203010032300060002,CLUB CRACKERS OTG CLUB PK P2,,P2
6,203010032300060003,CLUB CRACKERS OTG CLUB PK P3,,P3
6,203010032300060004,CLUB CRACKERS OTG CLUB PK P4,,P4
6,203010032300060005,CLUB CRACKERS OTG CLUB PK P5,,P5
6,203010032300060006,CLUB CRACKERS OTG CCLUB PK P6,,P6
5,20301003230007,CLUB CRACKERS OTG MOD/SHIPPER,,MOD/SHIPPER
6,203010032300070001,CLUB CRACKERS OTG MOD/SHIPPER P1,,P1
6,203010032300070002,CLUB CRACKERS OTG MOD/SHIPPER P2,,P2
6,203010032300070003,CLUB CRACKERS OTG MOD/SHIPPER P3,,P3
6,203010032300070004,CLUB CRACKERS OTG MOD/SHIPPER P4,,P4
6,203010032300070005,CLUB CRACKERS OTG MOD/SHIPPER P5,,P5
6,203010032300070006,CLUB CRACKERS OTG MOD/SHIPPER P6,,P6
5,20301003230008,CLUB CRACKERS OTG SPECIAL PK,,SPECIAL PK
6,203010032300080001,CLUB CRACKERS OTG SPECIAL PK P1,,P1
6,203010032300080002,CLUB CRACKERS OTG SPECIAL PK P2,,P2
6,203010032300080003,CLUB CRACKERS OTG SPECIAL PK P3,,P3
6,203010032300080004,CLUB CRACKERS OTG SPECIAL PK P4,,P4
6,203010032300080005,CLUB CRACKERS OTG SPECIAL PK P5,,P5
6,203010032300080006,CLUB CRACKERS OTG Special Pk P6,,P6
3,203020,CRUMBS,,
4,2030200325,KELLOGG GRAHAM CRUMBS,,
5,20302003250001,KELLOGG GRAHAM CRUMBS XS,,XS
6,203020032500010001,KELLOGG GRAHAM CRUMBS XS P1,,P1
6,203020032500010002,KELLOGG GRAHAM CRUMBS XS P2,,P2
6,203020032500010003,KELLOGG GRAHAM CRUMBS XS P3,,P3
6,203020032500010004,KELLOGG GRAHAM CRUMBS XS P4,,P4
6,203020032500010005,KELLOGG GRAHAM CRUMBS XS P5,,P5
6,203020032500010006,KELLOGG GRAHAM CRUMBS XS P6,,P6
5,20302003250002,KELLOGG GRAHAM CRUMBS S,,S
6,203020032500020001,KELLOGG GRAHAM CRUMBS S P1,,P1
6,203020032500020002,KELLOGG GRAHAM CRUMBS S P2,,P2
6,203020032500020003,KELLOGG GRAHAM CRUMBS S P3,,P3
6,203020032500020004,KELLOGG GRAHAM CRUMBS S P4,,P4
6,203020032500020005,KELLOGG GRAHAM CRUMBS S P5,,P5
6,203020032500020006,KELLOGG GRAHAM CRUMBS S P6,,P6
5,20302003250003,KELLOGG GRAHAM CRUMBS M,,M
6,203020032500030001,KELLOGG GRAHAM CRUMBS M P1,,P1
6,203020032500030002,KELLOGG GRAHAM CRUMBS M P2,,P2
6,203020032500030003,KELLOGG GRAHAM CRUMBS M P3,,P3
6,203020032500030004,KELLOGG GRAHAM CRUMBS M P4,,P4
6,203020032500030005,KELLOGG GRAHAM CRUMBS M P5,,P5
6,203020032500030006,KELLOGG GRAHAM CRUMBS M P6,,P6
5,20302003250004,KELLOGG GRAHAM CRUMBS L,,L
6,203020032500040001,KELLOGG GRAHAM CRUMBS L P1,,P1
6,203020032500040002,KELLOGG GRAHAM CRUMBS L P2,,P2
6,203020032500040003,KELLOGG GRAHAM CRUMBS L P3,,P3
