T179_STUFE_LEVEL,T179_PRODH_NUM,T179T_VTEXT_DESC,INACTIVE,CHAR_VALUE
6,205020025800020006,KASHI ORGANIC CHEWY BARS 8CT P6,,P6
5,20502002580003,KASHI ORGANIC CHEWY BARS 12CT,,12CT
6,205020025800030001,KASHI ORGANIC CHEWY BARS 12CT P1,,P1
6,205020025800030002,KASHI ORGANIC CHEWY BARS 12CT P2,,P2
6,205020025800030003,KASHI ORGANIC CHEWY BARS 12CT P3,,P3
6,205020025800030004,KASHI ORGANIC CHEWY BARS 12CT P4,,P4
6,205020025800030005,KASHI ORGANIC CHEWY BARS 12CT P5,,P5
6,205020025800030006,KASHI ORGANIC CHEWY BARS 12CT P6,,P6
5,20502002580004,KASHI ORGANIC CHEWY BARS CLUB,,CLUB PK
6,205020025800040001,KASHI ORGANIC CHEWY BARS CLUB P1,,P1
6,205020025800040002,KASHI ORGANIC CHEWY BARS CLUB P2,,P2
6,205020025800040003,KASHI ORGANIC CHEWY BARS CLUB P3,,P3
6,205020025800040004,KASHI ORGANIC CHEWY BARS CLUB P4,,P4
6,205020025800040005,KASHI ORGANIC CHEWY BARS CLUB P5,,P5
6,205020025800040006,KASHI ORGANIC CHEWY BARS CLUB P6,,P6
5,20502002580005,KASHI ORGANIC CHEWY BARS MOD/SHIP,,MOD/SHIP
6,205020025800050001,KASHI ORGANIC CHEWY BARS MOD/SHIP P1,,P1
6,205020025800050002,KASHI ORGANIC CHEWY BARS MOD/SHIP P2,,P2
6,205020025800050003,KASHI ORGANIC CHEWY BARS MOD/SHIP P3,,P3
6,205020025800050004,KASHI ORGANIC CHEWY BARS MOD/SHIP P4,,P4
6,205020025800050005,KASHI ORGANIC CHEWY BARS MOD/SHIP P5,,P5
6,205020025800050006,KASHI ORGANIC CHEWY BARS MOD/SHIP P6,,P6
3,205030,TREAT BARS,,
4,2050300137,RKT SQUARES,,
5,20503001370001,RKT SQUARES 8CT,,8CT
6,205030013700010001,RKT SQUARES 8CT P1,,P1
6,205030013700010002,RKT SQUARES 8CT P2,,P2
6,205030013700010003,RKT SQUARES 8CT P3,,P3
6,205030013700010004,RKT SQUARES 8CT P4,,P4
6,205030013700010005,RKT SQUARES 8CT P5,,P5
6,205030013700010006,RKT SQUARES 8CT P6,,P6
5,20503001370002,RKT SQUARES 16CT,,16CT
6,205030013700020001,RKT SQUARES 16CT P1,,P1
6,205030013700020002,RKT SQUARES 16CT P2,,P2
6,205030013700020003,RKT SQUARES 16CT P3,,P3
6,205030013700020004,RKT SQUARES 16CT P4,,P4
6,205030013700020005,RKT SQUARES 16CT P5,,P5
6,205030013700020006,RKT SQUARES 16CT P6,,P6
5,20503001370003,RKT SQUARES 32CT,,32CT
6,205030013700030001,RKT SQUARES 32CT P1,,P1
6,205030013700030002,RKT SQUARES 32CT P2,,P2
6,205030013700030003,RKT SQUARES 32CT P3,,P3
6,205030013700030004,RKT SQUARES 32CT P4,,P4
6,205030013700030005,RKT SQUARES 32CT P5,,P5
6,205030013700030006,RKT SQUARES 32CT P6,,P6
5,20503001370004,RKT SQUARES 60CT,,60CT
6,205030013700040001,RKT SQUARES 60CT P1,,P1
6,205030013700040002,RKT SQUARES 60CT P2,,P2
6,205030013700040003,RKT SQUARES 60CT P3,,P3
6,205030013700040004,RKT SQUARES 60CT P4,,P4
6,205030013700040005,RKT SQUARES 60CT P5,,P5
6,205030013700040006,RKT SQUARES 60CT P6,,P6
5,20503001370005,RKT SQUARES 40CT,,40CT
6,205030013700050001,RKT SQUARES 40CT P1,,P1
6,205030013700050002,RKT SQUARES 40CT P2,,P2
6,205030013700050003,RKT SQUARES 40CT P3,,P3
6,205030013700050004,RKT SQUARES 40CT P4,,P4
6,205030013700050005,RKT SQUARES 40CT P5,,P5
6,205030013700050006,RKT SQUARES 40CT P6,,P6
5,20503001370006,RKT SQUARES FUNDRAISER,,FUNDRAISER
6,205030013700060001,RKT SQUARES FUNDRAISER P1,,P1
6,205030013700060002,RKT SQUARES FUNDRAISER P2,,P2
6,205030013700060003,RKT SQUARES FUNDRAISER P3,,P3
6,205030013700060004,RKT SQUARES FUNDRAISER P4,,P4
6,205030013700060005,RKT SQUARES FUNDRAISER P5,,P5
6,205030013700060006,RKT SQUARES FUNDRAISER P6,,P6
5,20503001370007,RKT SQUARES CLUB PK,,CLUB PK
6,205030013700070001,RKT SQUARES CLUB PK P1,,P1
6,205030013700070002,RKT SQUARES CLUB PK P2,,P2
6,205030013700070003,RKT SQUARES CLUB PK P3,,P3
6,205030013700070004,RKT SQUARES CLUB PK P4,,P4
6,205030013700070005,RKT SQUARES CLUB PK P5,,P5
6,205030013700070006,RKT SQUARES CLUB PK P6,,P6
5,20503001370008,RKT SQUARES XS,,XS
6,205030013700080001,RKT SQUARES XS P1,,P1
6,205030013700080002,RKT SQUARES XS P2,,P2
6,205030013700080003,RKT SQUARES XS P3,,P3
6,205030013700080004,RKT SQUARES XS P4,,P4
6,205030013700080005,RKT SQUARES XS P5,,P5
6,205030013700080006,RKT SQUARES XS P6,,P6
5,20503001370009,RKT SQUARES VEND PK,,VEND PK
6,205030013700090001,RKT SQUARES VEND PK P1,,P1
6,205030013700090002,RKT SQUARES VEND PK P2,,P2
6,205030013700090003,RKT SQUARES VEND PK P3,,P3
6,205030013700090004,RKT SQUARES VEND PK P4,,P4
6,205030013700090005,RKT SQUARES VEND PK P5,,P5
6,205030013700090006,RKT SQUARES VEND PK P6,,P6
5,20503001370010,RKT SQUARES MOD/SHIP,,MOD/SHIP
6,205030013700100001,RKT SQUARES MOD/SHIP P1,,P1
6,205030013700100002,RKT SQUARES MOD/SHIP P2,,P2
6,205030013700100003,RKT SQUARES MOD/SHIP P3,,P3
6,205030013700100004,RKT SQUARES MOD/SHIP P4,,P4
6,205030013700100005,RKT SQUARES MOD/SHIP P5,,P5
6,205030013700100006,RKT SQUARES MOD/SHIP P6,,P6
5,20503001370011,RKT SQUARES SS,,SS
6,205030013700110001,RKT SQUARES SS P1,,P1
6,205030013700110002,RKT SQUARES SS P2,,P2
6,205030013700110003,RKT SQUARES SS P3,,P3
6,205030013700110004,RKT SQUARES SS P4,,P4
6,205030013700110005,RKT SQUARES SS P5,,P5
6,205030013700110006,RKT SQUARES SS P6,,P6
5,20503001370012,RKT SQUARES S,,S
6,205030013700120001,RKT SQUARES S P1,,P1
6,205030013700120002,RKT SQUARES S P2,,P2
6,205030013700120003,RKT SQUARES S P3,,P3
6,205030013700120004,RKT SQUARES S P4,,P4
6,205030013700120005,RKT SQUARES S P5,,P5
6,205030013700120006,RKT SQUARES S P6,,P6
5,20503001370013,RKT SQUARES M,,M
6,205030013700130001,RKT SQUARES M P1,,P1
6,205030013700130002,RKT SQUARES M P2,,P2
6,205030013700130003,RKT SQUARES M P3,,P3
6,205030013700130004,RKT SQUARES M P4,,P4
6,205030013700130005,RKT SQUARES M P5,,P5
6,205030013700130006,RKT SQUARES M P6,,P6
5,20503001370014,RKT SQUARES L,,L
6,205030013700140001,RKT SQUARES L P1,,P1
6,205030013700140002,RKT SQUARES L P2,,P2
6,205030013700140003,RKT SQUARES L P3,,P3
6,205030013700140004,RKT SQUARES L P4,,P4
6,205030013700140005,RKT SQUARES L P5,,P5
6,205030013700140006,RKT SQUARES L P6,,P6
5,20503001370015,RKT SQUARES XL,,XL
6,205030013700150001,RKT SQUARES XL P1,,P1
6,205030013700150002,RKT SQUARES XL P2,,P2
6,205030013700150003,RKT SQUARES XL P3,,P3
6,205030013700150004,RKT SQUARES XL P4,,P4
6,205030013700150005,RKT SQUARES XL P5,,P5
6,205030013700150006,RKT SQUARES XL P6,,P6
5,20503001370016,RKT SQUARES 10CT,,10CT
6,205030013700160001,RKT SQUARES 10CT P1,,P1
6,205030013700160002,RKT SQUARES 10CT P2,,P2
6,205030013700160003,RKT SQUARES 10CT P3,,P3
6,205030013700160004,RKT SQUARES 10CT P4,,P4
6,205030013700160005,RKT SQUARES 10CT P5,,P5
6,205030013700160006,RKT SQUARES 10CT P6,,P6
5,20503001370017,RKT SQUARES 14CT,,14CT
6,205030013700170001,RKT SQUARES 14CT P1,,P1
6,205030013700170002,RKT SQUARES 14CT P2,,P2
6,205030013700170003,RKT SQUARES 14CT P3,,P3
6,205030013700170004,RKT SQUARES 14CT P4,,P4
6,205030013700170005,RKT SQUARES 14CT P5,,P5
6,205030013700170006,RKT SQUARES 14CT P6,,P6
5,20503001370018,RKT SQUARES SPECIAL PK,,SPECIAL PK
6,205030013700180001,RKT SQUARES SPECIAL PK P1,,P1
6,205030013700180002,RKT SQUARES SPECIAL PK P2,,P2
6,205030013700180003,RKT SQUARES SPECIAL PK P3,,P3
6,205030013700180004,RKT SQUARES SPECIAL PK P4,,P4
6,205030013700180005,RKT SQUARES SPECIAL PK P5,,P5
6,205030013700180006,RKT SQUARES SPECIAL PK P6,,P6
5,20503001370019,RKT SQUARES 12CT,,12CT
6,205030013700190001,RKT SQUARES 12CT P1,,P1
6,205030013700190002,RKT SQUARES 12CT P2,,P2
6,205030013700190003,RKT SQUARES 12CT P3,,P3
6,205030013700190004,RKT SQUARES 12CT P4,,P4
6,205030013700190005,RKT SQUARES 12CT P5,,P5
6,205030013700190006,RKT SQUARES 12CT P6,,P6
5,20503001370020,RKT SQUARES 6CT,,6CT
6,205030013700200001,RKT SQUARES 6CT P1,,P1
6,205030013700200002,RKT SQUARES 6CT P2,,P2
6,205030013700200003,RKT SQUARES 6CT P3,,P3
6,205030013700200004,RKT SQUARES 6CT P4,,P4
6,205030013700200005,RKT SQUARES 6CT P5,,P5
6,205030013700200006,RKT SQUARES 6CT P6,,P6
5,20503001370021,RKT SQUARES 7CT,,7CT
6,205030013700210001,RKT SQUARES 7CT P1,,P1
6,205030013700210002,RKT SQUARES 7CT P2,,P2
6,205030013700210003,RKT SQUARES 7CT P3,,P3
6,205030013700210004,RKT SQUARES 7CT P4,,P4
6,205030013700210005,RKT SQUARES 7CT P5,,P5
6,205030013700210006,RKT SQUARES 7CT P6,,P6
5,20503001370022,RKT SQUARES DUNKD SS,,DUNKD SS
6,205030013700220001,RKT SQUARES DUNKD SS P1,,P1
6,205030013700220002,RKT SQUARES DUNKD SS P2,,P2
6,205030013700220003,RKT SQUARES DUNKD SS P3,,P3
6,205030013700220004,RKT SQUARES DUNKD SS P4,,P4
6,205030013700220005,RKT SQUARES DUNKD SS P5,,P5
6,205030013700220006,RKT SQUARES DUNKD SS P6,,P6
5,20503001370023,RKT SQUARES 64CT,,64CT
6,205030013700230001,RKT SQUARES 64CT P1,,P1
6,205030013700230002,RKT SQUARES 64CT P2,,P2
6,205030013700230003,RKT SQUARES 64CT P3,,P3
6,205030013700230004,RKT SQUARES 64CT P4,,P4
6,205030013700230005,RKT SQUARES 64CT P5,,P5
6,205030013700230006,RKT SQUARES 64CT P6,,P6
5,20503001370024,RKT SQUARES 24CT,,24CT
6,205030013700240001,RKT SQUARES 24CT P1,,P1
6,205030013700240002,RKT SQUARES 24CT P2,,P2
6,205030013700240003,RKT SQUARES 24CT P3,,P3
6,205030013700240004,RKT SQUARES 24CT P4,,P4
6,205030013700240005,RKT SQUARES 24CT P5,,P5
6,205030013700240006,RKT SQUARES 24CT P6,,P6
5,20503001370025,RKT SQUARES 28CT,,28CT
6,205030013700250001,RKT SQUARES 28CT P1,,P1
6,205030013700250002,RKT SQUARES 8CT P2,,P2
6,205030013700250003,RKT SQUARES 28CT P3,,P3
6,205030013700250004,RKT SQUARES 28CT P4,,P4
6,205030013700250005,RKT SQUARES 28CT P5,,P5
6,205030013700250006,RKT SQUARES 28CT P6,,P6
4,2050300138,RKT CRUNCH MIX,X,
5,20503001380001,RKT CRUNCH MIX SS,,SS
6,205030013800010001,RKT CRUNCH MIX SS P1,,P1
6,205030013800010002,RKT CRUNCH MIX SS P2,,P2
6,205030013800010003,RKT CRUNCH MIX SS P3,,P3
6,205030013800010004,RKT CRUNCH MIX SS P4,,P4
6,205030013800010005,RKT CRUNCH MIX SS P5,,P5
6,205030013800010006,RKT CRUNCH MIX SS P6,,P6
4,2050300216,KASHI SOFT BAKED SQUARES,X,
5,20503002160001,KASHI SOFT BAKED SQUARE SS,,SS
6,205030021600010001,KASHI SOFT BAKED SQUARE SS P1,,P1
6,205030021600010002,KASHI SOFT BAKED SQUARE SS P2,,P2
6,205030021600010003,KASHI SOFT BAKED SQUARE SS P3,,P3
6,205030021600010004,KASHI SOFT BAKED SQUARE SS P4,,P4
6,205030021600010005,KASHI SOFT BAKED SQUARE SS P5,,P5
6,205030021600010006,KASHI SOFT BAKED SQUARE SS P6,,P6
5,20503002160002,KASHI SOFT BAKED SQUARE 5CT,,5CT
6,205030021600020001,KASHI SOFT BAKED SQUARE 5CT P1,,P1
6,205030021600020002,KASHI SOFT BAKED SQUARE 5CT P2,,P2
6,205030021600020003,KASHI SOFT BAKED SQUARE 5CT P3,,P3
6,205030021600020004,KASHI SOFT BAKED SQUARE 5CT P4,,P4
6,205030021600020005,KASHI SOFT BAKED SQUARE 5CT P5,,P5
6,205030021600020006,KASHI SOFT BAKED SQUARE 5CT P6,,P6
5,20503002160003,KASHI SOFT BAKED SQUARE 12CT,,12CT
6,205030021600030001,KASHI SOFT BAKED SQUARE 12CT P1,,P1
6,205030021600030002,KASHI SOFT BAKED SQUARE 12CT P2,,P2
6,205030021600030003,KASHI SOFT BAKED SQUARE 12CT P3,,P3
6,205030021600030004,KASHI SOFT BAKED SQUARE 12CT P4,,P4
6,205030021600030005,KASHI SOFT BAKED SQUARE 12CT P5,,P5
6,205030021600030006,KASHI SOFT BAKED SQUARE 12CT P6,,P6
5,20503002160004,KASHI SOFT BAKED SQUARE CLUB PK,,CLUB PK
6,205030021600040001,KASHI SOFT BAKED SQUARE CLUB PK P1,,P1
6,205030021600040002,KASHI SOFT BAKED SQUARE CLUB PK P2,,P2
6,205030021600040003,KASHI SOFT BAKED SQUARE CLUB PK P3,,P3
6,205030021600040004,KASHI SOFT BAKED SQUARE CLUB PK P4,,P4
6,205030021600040005,KASHI SOFT BAKED SQUARE CLUB PK P5,,P5
6,205030021600040006,KASHI SOFT BAKED SQUARE CLUB PK P6,,P6
5,20503002160005,KASHI SOFT BAKED SQUARE MOD/SHIP,,MOD/SHIP
6,205030021600050001,KASHI SOFT BAKED SQUARE MOD/SHIP P1,,P1
6,205030021600050002,KASHI SOFT BAKED SQUARE MOD/SHIP P2,,P2
6,205030021600050003,KASHI SOFT BAKED SQUARE MOD/SHIP P3,,P3
6,205030021600050004,KASHI SOFT BAKED SQUARE MOD/SHIP P4,,P4
6,205030021600050005,KASHI SOFT BAKED SQUARE MOD/SHIP P5,,P5
6,205030021600050006,KASHI SOFT BAKED SQUARE MOD/SHIP P6,,P6
4,2050300254,KRAVE TREAT BARS,X,
5,20503002540001,KRAVE TREAT BARS SS,,SS
6,205030025400010001,KRAVE TREAT BARS SS P1,,P1
6,205030025400010002,KRAVE TREAT BARS SS P2,,P2
6,205030025400010003,KRAVE TREAT BARS SS P3,,P3
6,205030025400010004,KRAVE TREAT BARS SS P4,,P4
6,205030025400010005,KRAVE TREAT BARS SS P5,,P5
6,205030025400010006,KRAVE TREAT BARS SS P6,,P6
5,20503002540002,KRAVE TREAT BARS 8CT,,8CT
6,205030025400020001,KRAVE TREAT BARS 8CT P1,,P1
6,205030025400020002,KRAVE TREAT BARS 8CT P2,,P2
6,205030025400020003,KRAVE TREAT BARS 8CT P3,,P3
6,205030025400020004,KRAVE TREAT BARS 8CT P4,,P4
6,205030025400020005,KRAVE TREAT BARS 8CT P5,,P5
6,205030025400020006,KRAVE TREAT BARS 8CT P6,,P6
5,20503002540003,KRAVE TREAT BARS 16CT,,16CT
6,205030025400030001,KRAVE TREAT BARS 16CT P1,,P1
6,205030025400030002,KRAVE TREAT BARS 16CT P2,,P2
6,205030025400030003,KRAVE TREAT BARS 16CT P3,,P3
6,205030025400030004,KRAVE TREAT BARS 16CT P4,,P4
6,205030025400030005,KRAVE TREAT BARS 16CT P5,,P5
6,205030025400030006,KRAVE TREAT BARS 16CT P6,,P6
5,20503002540004,KRAVE TREAT BARS CLUB PK,,CLUB PK
6,205030025400040001,KRAVE TREAT BARS CLUB PK P1,,P1
6,205030025400040002,KRAVE TREAT BARS CLUB PK P2,,P2
6,205030025400040003,KRAVE TREAT BARS CLUB PK P3,,P3
6,205030025400040004,KRAVE TREAT BARS CLUB PK P4,,P4
6,205030025400040005,KRAVE TREAT BARS CLUB PK P5,,P5
6,205030025400040006,KRAVE TREAT BARS CLUB PK P6,,P6
5,20503002540005,KRAVE TREAT BARS MOD/SHIP,,MOD/SHIP
6,205030025400050001,KRAVE TREAT BARS MOD/SHIP P1,,P1
6,205030025400050002,KRAVE TREAT BARS MOD/SHIP P2,,P2
6,205030025400050003,KRAVE TREAT BARS MOD/SHIP P3,,P3
6,205030025400050004,KRAVE TREAT BARS MOD/SHIP P4,,P4
6,205030025400050005,KRAVE TREAT BARS MOD/SHIP P5,,P5
6,205030025400050006,KRAVE TREAT BARS MOD/SHIP P6,,P6
4,2050300263,PURE ANCIENT GRAINS BAR,,
5,20503002630001,PURE ANCIENT GRAINS BAR 5CT,,5CT
6,205030026300010001,PURE ANCIENT GRAINS BAR 5CT P1,,P1
6,205030026300010002,PURE ANCIENT GRAINS BAR 5CT P2,,P2
6,205030026300010003,PURE ANCIENT GRAINS BAR 5CT P3,,P3
6,205030026300010004,PURE ANCIENT GRAINS BAR 5CT P4,,P4
6,205030026300010005,PURE ANCIENT GRAINS BAR 5CT P5,,P5
6,205030026300010006,PURE ANCIENT GRAINS BAR 5CT P6,,P6
5,20503002630002,PURE ANCIENT GRAINS BAR 6CT,,6CT
6,205030026300020001,PURE ANCIENT GRAINS BAR 6CT P1,,P1
6,205030026300020002,PURE ANCIENT GRAINS BAR 6CT P2,,P2
6,205030026300020003,PURE ANCIENT GRAINS BAR 6CT P3,,P3
6,205030026300020004,PURE ANCIENT GRAINS BAR 6CT P4,,P4
6,205030026300020005,PURE ANCIENT GRAINS BAR 6CT P5,,P5
6,205030026300020006,PURE ANCIENT GRAINS BAR 6CT P6,,P6
5,20503002630003,PURE ANCIENT GRAINS BAR SS,,SS
6,205030026300030001,PURE ANCIENT GRAINS BAR SS P1,,P1
6,205030026300030002,PURE ANCIENT GRAINS BAR SS P2,,P2
6,205030026300030003,PURE ANCIENT GRAINS BAR SS P3,,P3
6,205030026300030004,PURE ANCIENT GRAINS BAR SS P4,,P4
6,205030026300030005,PURE ANCIENT GRAINS BAR SS P5,,P5
6,205030026300030006,PURE ANCIENT GRAINS BAR SS P6,,P6
5,20503002630004,PURE ANCIENT GRAINS BAR CLUB,,CLUB PK
6,205030026300040001,PURE ANCIENT GRAINS BAR CLUB P1,,P1
6,205030026300040002,PURE ANCIENT GRAINS BAR CLUB P2,,P2
6,205030026300040003,PURE ANCIENT GRAINS BAR CLUB P3,,P3
6,205030026300040004,PURE ANCIENT GRAINS BAR CLUB P4,,P4
6,205030026300040005,PURE ANCIENT GRAINS BAR CLUB P5,,P5
6,205030026300040006,PURE ANCIENT GRAINS BAR CLUB P6,,P6
5,20503002630005,PURE ANCIENT GRAINS BAR MOD/SHIP,,MOD/SHIP
6,205030026300050001,PURE ANCIENT GRAINS BAR MOD/SHIP P1,,P1
6,205030026300050002,PURE ANCIENT GRAINS BAR MOD/SHIP P2,,P2
6,205030026300050003,PURE ANCIENT GRAINS BAR MOD/SHIP P3,,P3
6,205030026300050004,PURE ANCIENT GRAINS BAR MOD/SHIP P4,,P4
6,205030026300050005,PURE ANCIENT GRAINS BAR MOD/SHIP P5,,P5
6,205030026300050006,PURE ANCIENT GRAINS BAR MOD/SHIP P6,,P6
4,2050300264,PURE 100 CAL BAR,X,
5,20503002640001,PURE 100 CAL BAR 5CT,,5CT
6,205030026400010001,PURE 100 CAL BAR 5CT P1,,P1
6,205030026400010002,PURE 100 CAL BAR 5CT P2,,P2
6,205030026400010003,PURE 100 CAL BAR 5CT P3,,P3
6,205030026400010004,PURE 100 CAL BAR 5CT P4,,P4
6,205030026400010005,PURE 100 CAL BAR 5CT P5,,P5
6,205030026400010006,PURE 100 CAL BAR 5CT P6,,P6
5,20503002640002,PURE 100 CAL BAR 6CT,,6CT
6,205030026400020001,PURE 100 CAL BAR 6CT P1,,P1
6,205030026400020002,PURE 100 CAL BAR 6CT P2,,P2
6,205030026400020003,PURE 100 CAL BAR 6CT P3,,P3
6,205030026400020004,PURE 100 CAL BAR 6CT P4,,P4
6,205030026400020005,PURE 100 CAL BAR 6CT P5,,P5
6,205030026400020006,PURE 100 CAL BAR 6CT P6,,P6
5,20503002640003,PURE 100 CAL BAR 12 CT,,12CT
6,205030026400030001,PURE 100 CAL BAR 12 CT P1,,P1
6,205030026400030002,PURE 100 CAL BAR 12 CT P2,,P2
6,205030026400030003,PURE 100 CAL BAR 12 CT P3,,P3
6,205030026400030004,PURE 100 CAL BAR 12 CT P4,,P4
6,205030026400030005,PURE 100 CAL BAR 12 CT P5,,P5
6,205030026400030006,PURE 100 CAL BAR 12 CT P6,,P6
5,20503002640004,PURE 100 CAL BAR CLUB,,CLUB PK
6,205030026400040001,PURE 100 CAL BAR CLUB P1,,P1
6,205030026400040002,PURE 100 CAL BAR CLUB P2,,P2
6,205030026400040003,PURE 100 CAL BAR CLUB P3,,P3
6,205030026400040004,PURE 100 CAL BAR CLUB P4,,P4
6,205030026400040005,PURE 100 CAL BAR CLUB P5,,P5
6,205030026400040006,PURE 100 CAL BAR CLUB P6,,P6
5,20503002640005,PURE 100 CAL BAR MOD/SHIP,,MOD/SHIP
6,205030026400050001,PURE 100 CAL BAR MOD/SHIP P1,,P1
6,205030026400050002,PURE 100 CAL BAR MOD/SHIP P2,,P2
6,205030026400050003,PURE 100 CAL BAR MOD/SHIP P3,,P3
6,205030026400050004,PURE 100 CAL BAR MOD/SHIP P4,,P4
6,205030026400050005,PURE 100 CAL BAR MOD/SHIP P5,,P5
6,205030026400050006,PURE 100 CAL BAR MOD/SHIP P6,,P6
4,2050300283,RKT POPPERS,,
5,20503002830001,RKT POPPERS XS,,XS
6,205030028300010001,RKT POPPERS XS P1,,P1
6,205030028300010002,RKT POPPERS XS P2,,P2
6,205030028300010003,RKT POPPERS XS P3,,P3
6,205030028300010004,RKT POPPERS XS P4,,P4
6,205030028300010005,RKT POPPERS XS P5,,P5
6,205030028300010006,RKT POPPERS XS P6,,P6
5,20503002830002,RKT POPPERS S,,S
6,205030028300020001,RKT POPPERS S P1,,P1
6,205030028300020002,RKT POPPERS S P2,,P2
6,205030028300020003,RKT POPPERS S P3,,P3
6,205030028300020004,RKT POPPERS S P4,,P4
6,205030028300020005,RKT POPPERS S P5,,P5
6,205030028300020006,RKT POPPERS S P6,,P6
5,20503002830003,RKT POPPERS M,,M
6,205030028300030001,RKT POPPERS M P1,,P1
6,205030028300030002,RKT POPPERS M P2,,P2
6,205030028300030003,RKT POPPERS M P3,,P3
6,205030028300030004,RKT POPPERS M P4,,P4
6,205030028300030005,RKT POPPERS M P5,,P5
6,205030028300030006,RKT POPPERS M P6,,P6
5,20503002830004,RKT POPPERS L,,L
6,205030028300040001,RKT POPPERS L P1,,P1
6,205030028300040002,RKT POPPERS L P2,,P2
6,205030028300040003,RKT POPPERS L P3,,P3
6,205030028300040004,RKT POPPERS L P4,,P4
6,205030028300040005,RKT POPPERS L P5,,P5
6,205030028300040006,RKT POPPERS L P6,,P6
5,20503002830005,RKT POPPERS XL,,XL
6,205030028300050001,RKT POPPERS XL P1,,P1
6,205030028300050002,RKT POPPERS XL P2,,P2
6,205030028300050003,RKT POPPERS XL P3,,P3
6,205030028300050004,RKT POPPERS XL P4,,P4
6,205030028300050005,RKT POPPERS XL P5,,P5
6,205030028300050006,RKT POPPERS XL P6,,P6
5,20503002830006,RKT POPPERS SS,,SS
6,205030028300060001,RKT POPPERS SS P1,,P1
6,205030028300060002,RKT POPPERS SS P2,,P2
6,205030028300060003,RKT POPPERS SS P3,,P3
6,205030028300060004,RKT POPPERS SS P4,,P4
6,205030028300060005,RKT POPPERS SS P5,,P5
6,205030028300060006,RKT POPPERS SS P6,,P6
5,20503002830007,RKT POPPERS 6 CT,,6CT
6,205030028300070001,RKT POPPERS 6 CT P1,,P1
6,205030028300070002,RKT POPPERS 6 CT P2,,P2
6,205030028300070003,RKT POPPERS 6 CT P3,,P3
6,205030028300070004,RKT POPPERS 6 CT P4,,P4
6,205030028300070005,RKT POPPERS 6 CT P5,,P5
6,205030028300070006,RKT POPPERS 6 CT P6,,P6
5,20503002830008,RKT POPPERS 8 CT,,8CT
6,205030028300080001,RKT POPPERS 8 CT P1,,P1
6,205030028300080002,RKT POPPERS 8 CT P2,,P2
6,205030028300080003,RKT POPPERS 8 CT P3,,P3
6,205030028300080004,RKT POPPERS 8 CT P4,,P4
6,205030028300080005,RKT POPPERS 8 CT P5,,P5
6,205030028300080006,RKT POPPERS 8 CT P6,,P6
5,20503002830009,RKT POPPERS 36 CT,,36CT
6,205030028300090001,RKT POPPERS 36 CT P1,,P1
6,205030028300090002,RKT POPPERS 36 CT P2,,P2
6,205030028300090003,RKT POPPERS 36 CT P3,,P3
6,205030028300090004,RKT POPPERS 36 CT P4,,P4
6,205030028300090005,RKT POPPERS 36 CT P5,,P5
6,205030028300090006,RKT POPPERS 36 CT P6,,P6
5,20503002830010,RKT POPPERS CLUB PACK,,CLUB PK
6,205030028300100001,RKT POPPERS CLUB PACK P1,,P1
6,205030028300100002,RKT POPPERS CLUB PACK P2,,P2
6,205030028300100003,RKT POPPERS CLUB PACK P3,,P3
6,205030028300100004,RKT POPPERS CLUB PACK P4,,P4
6,205030028300100005,RKT POPPERS CLUB PACK P5,,P5
6,205030028300100006,RKT POPPERS CLUB PACK P6,,P6
5,20503002830011,RKT POPPERS MOD/SHIP,,MOD/SHIP
6,205030028300110001,RKT POPPERS MOD/SHIP P1,,P1
6,205030028300110002,RKT POPPERS MOD/SHIP P2,,P2
6,205030028300110003,RKT POPPERS MOD/SHIP P3,,P3
6,205030028300110004,RKT POPPERS MOD/SHIP P4,,P4
6,205030028300110005,RKT POPPERS MOD/SHIP P5,,P5
6,205030028300110006,RKT POPPERS MOD/SHIP P6,,P6
5,20503002830012,RKT POPPERS 5CT,,5CT
6,205030028300120001,RKT POPPERS 5CT P1,,P1
6,205030028300120002,RKT POPPERS 5CT P2,,P2
6,205030028300120003,RKT POPPERS 5CT P3,,P3
6,205030028300120004,RKT POPPERS 5CT P4,,P4
6,205030028300120005,RKT POPPERS 5CT P5,,P5
6,205030028300120006,RKT POPPERS 5CT P6,,P6
5,20503002830013,RKT POPPERS 10CT,,10CT
6,205030028300130001,RKT POPPERS 10CT P1,,P1
6,205030028300130002,RKT POPPERS 10CT P2,,P2
6,205030028300130003,RKT POPPERS 10CT P3,,P3
6,205030028300130004,RKT POPPERS 10CT P4,,P4
6,205030028300130005,RKT POPPERS 10CT P5,,P5
6,205030028300130006,RKT POPPERS 10CT P6,,P6
3,205040,HEALTH & WELLNESS BARS,,
4,2050400139,ALL BRAN FIBER BARS,X,
5,20504001390001,ALL BRAN FIBER BARS 6CT,,6CT
6,205040013900010001,ALL BRAN FIBER BARS 6CT P1,,P1
6,205040013900010002,ALL BRAN FIBER BARS 6CT P2,,P2
6,205040013900010003,ALL BRAN FIBER BARS 6CT P3,,P3
6,205040013900010004,ALL BRAN FIBER BARS 6CT P4,,P4
6,205040013900010005,ALL BRAN FIBER BARS 6CT P5,,P5
6,205040013900010006,ALL BRAN FIBER BARS 6CT P6,,P6
5,20504001390002,ALL BRAN FIBER BARS MOD/SHIP,,MOD/SHIP
6,205040013900020001,ALL BRAN FIBER BARS MOD/SHIP P1,,P1
