T179_PRODH_BRAND,T179T_VTEXT_BRAND_DESC,COUNTRY,CLASS_TYPE,CHAR_NAME_ALT_MKT_SEG,CHAR_VALUE_ALT_MKT_SEG,CHAR_NAME_ALT_CATEGORY,CHAR_VALUE_ALT_CATEGORY,CHAR_NAME_ALT_SUBCAT,CHAR_VALUE_ALT_SUBCAT
2035150249,PRINGLES TORTILLAS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,SALTY SNACKS,ALT_SUB_CATEGORY,TORTILLA
2035150271,PRINGLES LOUD,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,SALTY SNACKS,ALT_SUB_CATEGORY,PRINGLES CRISPS
2035200223,PRINGLES STIX,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,SALTY SNACKS,ALT_SUB_CATEGORY,STIX
2035200224,OTHER SALTY SNACKS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,SALTY SNACKS,ALT_SUB_CATEGORY,ALL OTHER SALTY
2035200242,KASHI SALTY SNACKS CRISPS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,SALTY SNACKS,ALT_SUB_CATEGORY,KASHI SALTY
2035200250,CHEEZ-IT SALTY SNACKS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,SALTY SNACKS,ALT_SUB_CATEGORY,OTHER SALTY SNACKS
2035200252,EAGLE SALTY SNACKS CRISPS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,SALTY SNACKS,ALT_SUB_CATEGORY,ALL OTHER SALTY
2035200317,PRINGLES PUFFS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,SALTY SNACKS,ALT_SUB_CATEGORY,PRINGLES PUFFS
2035999999,SALTY SNACKS PRODUCT RESERVE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,SALTY SNACKING,ALT_CATEGORY,SALTY SNACKS,ALT_SUB_CATEGORY,SALTY SNACKS PRODUCT RESERVE
2040200268,PURE FRUIT STRIPS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,FRUIT SNACKS,ALT_SUB_CATEGORY,PURE FFS
2040200269,PURE LAYERED FRUIT BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,FRUIT SNACKS,ALT_SUB_CATEGORY,PURE FFS
2040999999,FRUIT SNACKS PRODUCT RESERVE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,FRUIT SNACKS,ALT_SUB_CATEGORY,FRUIT SNACKS PRODUCT RESERVE
2050100126,ALL BRAN CEREAL BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050100127,CEREAL BREAKFAST BAR,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050100128,CINNABON BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050100129,NUTRI-GRAIN CEREAL BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,NUTRI-GRAIN
2050100130,SPECIAL K CEREAL BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,SPECIAL K WS
2050100131,KASHI CEREAL BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,KASHI WS
2050100194,BE NATURAL BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050100204,KASHI SOFT N CHEWY BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,KASHI WS
2050100289,KASHI BITES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,KASHI WS
2050200132,KASHI LAYERED BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,KASHI WS
2050200133,BEAR NAKED BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050200134,FIBER PLUS BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,FIBER PLUS
2050200135,SWEET & SALTY BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050200136,KASHI CHEWY BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,KASHI WS
2050200195,KASHI CRUNCHY BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,KASHI WS
2050200196,KEEBLER GRANOLA BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050200197,KELLOGG GRANOLA MUNCH'EMS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050200207,KASHI MIXED BRANDS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,KASHI WS
2050200210,SPECIAL K GRANOLA BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,SPECIAL K WS
2050200227,GIRL SCOUT GRANOLA BAR,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050200232,NUTRI-GRAIN GRANOLA BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,NUTRI-GRAIN
2050200258,KASHI ORGANIC CHEWY BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,KASHI WS
2050300137,RKT SQUARES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,RK TREATS
2050300138,RKT CRUNCH MIX,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,RK TREATS
2050300216,KASHI SOFT BAKED SQUARES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,KASHI WS
2050300254,KRAVE TREAT BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050300263,PURE ANCIENT GRAINS BAR,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050300264,PURE 100 CAL BAR,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050300283,RKT POPPERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,RK TREATS
2050400139,ALL BRAN FIBER BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,HEALTH & WELLNESS BARS
2050400140,SPECIAL K PROTEIN BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,HEALTH & WELLNESS BARS
2050400141,LIVE BRIGHT,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,HEALTH & WELLNESS BARS
2050400142,KASHI GOLEAN BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,HEALTH & WELLNESS BARS
2050400208,SPK MIXED H & W BRANDS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,HEALTH & WELLNESS BARS
2050400233,SPECIAL K NOURISH BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,HEALTH & WELLNESS BARS
2050400234,BEAR NAKED H&W BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,HEALTH & WELLNESS BARS
2050400235,KASHI JOI,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,HEALTH & WELLNESS BARS
2050400265,PURE FRUIT & NUT BAR,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,HEALTH & WELLNESS BARS
2050400266,PURE VEGGIE PROTEIN BAR,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,HEALTH & WELLNESS BARS
2050400275,KASHI H&W BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,KASHI WS
2050400278,HAPPY INSIDE BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,HEALTH & WELLNESS BARS
2050400279,HAPPY INSIDE MIX,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050400280,WK RESERVE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050400285,KASHI PROTEIN BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,HEALTH & WELLNESS BARS
2050409999,H & W BARS PRODUCT RESERVE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,HEALTH & WELLNESS BARS RESERVE
2050500143,VECTOR BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050500206,MIXED WS BRANDS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050500255,OTHER NEW BARS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,ALL OTHER WS
2050600309,RXBAR,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,PROTEIN BARS
2050600310,RXBAR MINIS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,PROTEIN BARS
2050600311,RXBAR LAYERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,PROTEIN BARS
2050600314,RXBAR KIDS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,PROTEIN BARS
2050600316,RXBAR PLANT-BASED,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,PROTEIN BARS
2050999999,BARS PRODUCT RESERVE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,BARS,ALT_SUB_CATEGORY,BARS PRODUCT RESERVE
2060100230,SPECIAL K BREAKFAST SHAKE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,DRINKABLE BREAKFAST,ALT_SUB_CATEGORY,DRINKABLE BREAKFAST
2060100231,KELLOGG BREAKFAST TG SHAKE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,DRINKABLE BREAKFAST,ALT_SUB_CATEGORY,DRINKABLE BREAKFAST
2060100244,VECTOR SHAKES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,H&W BEVERAGES,ALT_SUB_CATEGORY,H&W BEVERAGES
2060100246,ALL BRAN SHAKES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,DRINKABLE BREAKFAST,ALT_SUB_CATEGORY,DRINKABLE BREAKFAST
2060200145,SPECIAL K POWDERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,H&W BEVERAGES,ALT_SUB_CATEGORY,H&W BEVERAGES
2060200146,ALL BRAN FIBER POWDER,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,H&W BEVERAGES,ALT_SUB_CATEGORY,H&W BEVERAGES
2060200147,KASHI GOLEAN POWDERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,H&W BEVERAGES,ALT_SUB_CATEGORY,H&W BEVERAGES
2060200148,MSF ORGANIC-KAFFREE ROMA,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,H&W BEVERAGES,ALT_SUB_CATEGORY,H&W BEVERAGES
2060200243,KELLOGG BREAKFAST TG POWDER,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,DRINKABLE BREAKFAST,ALT_SUB_CATEGORY,DRINKABLE BREAKFAST
2060200273,DO NOT USE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,DRINKABLE BREAKFAST,ALT_SUB_CATEGORY,DRINKABLE BREAKFAST
2060999999,BEVERAGES PRODUCT RESERVE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,COOKIES & OTHER,ALT_CATEGORY,H&W BEVERAGES,ALT_SUB_CATEGORY,H&W BEVERAGES RESERVE
2070100149,KEEBLER CRUSTS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,COOKIES & OTHER,ALT_CATEGORY,INGREDIENTS,ALT_SUB_CATEGORY,CRUSTS
2070100150,PRIVATE LABEL CRUSTS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,COOKIES & OTHER,ALT_CATEGORY,INGREDIENTS,ALT_SUB_CATEGORY,CRUSTS
2070200151,KELLOGG'S CROUTETTES STUFFING MIX,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,COOKIES & OTHER,ALT_CATEGORY,INGREDIENTS,ALT_SUB_CATEGORY,CROUTETTES
2070400154,EGGO SYRUP,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,COOKIES & OTHER,ALT_CATEGORY,INGREDIENTS,ALT_SUB_CATEGORY,SYRUP
2070999999,INGREDIENTS PRODUCT RESERVE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,COOKIES & OTHER,ALT_CATEGORY,INGREDIENTS,ALT_SUB_CATEGORY,INGREDIENTS PRODUCT RESERVE
2080100155,BEAR NAKED TRAIL MIX,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,OTHER CONVENIENCE,ALT_SUB_CATEGORY,BEAR NAKED TRAIL MIX
2080100267,PURE CLUSTERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,OTHER CONVENIENCE,ALT_SUB_CATEGORY,PURE CLUSTERS
2080100286,BEAR NAKED BARK,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,OTHER CONVENIENCE,ALT_SUB_CATEGORY,BEAR NAKED TRAIL MIX
2080200203,KASHI HERITAGE SIDES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,OTHER CONVENIENCE,ALT_SUB_CATEGORY,PILAF
2080300261,CROSS CATEGORY SNACK BOX,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,OTHER CONVENIENCE,ALT_SUB_CATEGORY,OTHER CONVENIENCE PRODUCT
2080300297,LEAF JERKY,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,,ALT_CATEGORY,,ALT_SUB_CATEGORY,
2080400312,RXBAR NUT BUTTERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,OTHER CONVENIENCE,ALT_SUB_CATEGORY,BUTTER ALTERNATIVES
2080999999,OTHER CONVENIENCE PRODUCT RESERVE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,PWS,ALT_CATEGORY,OTHER CONVENIENCE,ALT_SUB_CATEGORY,OTHER CONVENIENCE PRODUCT RES
2090100156,GIRL SCOUT AWARDS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,NON FOOD,ALT_CATEGORY,NON FOOD,ALT_SUB_CATEGORY,NON FOOD PRODUCTS
2090100211,DISPLAYS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,NON FOOD,ALT_CATEGORY,NON FOOD,ALT_SUB_CATEGORY,NON FOOD PRODUCTS
2090100247,SNACKS MISC LICENSING,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,NON FOOD,ALT_CATEGORY,NON FOOD,ALT_SUB_CATEGORY,NON FOOD PRODUCTS
2090100248,IDEAL VIE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,NON FOOD,ALT_CATEGORY,NON FOOD,ALT_SUB_CATEGORY,NON FOOD PRODUCTS
4010100157,EGGO WAFFLES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,WAFFLES
4010100158,KASHI GOLEAN WAFFLES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,WAFFLES
4010100159,KASHI WAFFLES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,WAFFLES
4010100160,EGGO SPECIAL K WAFFLES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,WAFFLES
4010100161,MIXED FROZEN BRANDS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,WAFFLES
4010100205,EGGO NUTRI-GRAIN WAFFLES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,WAFFLES
4010100290,OFF THE GRID WAFFLES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,WAFFLES
4010100303,KELLOGG'S WAFFLES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,WAFFLES
4010200162,EGGO PANCAKES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,PANCAKES
4010200163,CINNABON PANCAKES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,PANCAKES
4010300164,EGGO BAKE SHOP,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,SWEET GOODS
4010300165,EGGO SWEET PIZZA,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,SWEET GOODS
4010300198,EGGO MUFFIN TOPS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,SWEET GOODS
4010300199,EGGO SWEET GOODS NEW,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,SWEET GOODS
4010300200,SPECIAL K MINI LOAVES,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,SWEET GOODS
4010400166,EGGO SAVORY,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,HANDHELD,ALT_SUB_CATEGORY,HH/ENTREES
4010400218,SPECIAL K BKFST HANDHELD,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,HANDHELD,ALT_SUB_CATEGORY,HH/ENTREES
4010400272,LICENSED FROZEN MEALS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,HANDHELD,ALT_SUB_CATEGORY,HH/ENTREES
4010400284,FROZEN AM BAKERY,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,HANDHELD,ALT_SUB_CATEGORY,DONUTS
4010500167,EGGO FRENCH TOAST,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,FRENCH TOAST
4010500201,CINNABON FRENCH TOAST,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,FRENCH TOAST
4010600307,EGGO STUFFED,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,FRENCH TOAST
4010999999,FROZEN BREAKFAST PRODUCT RESERVE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,FROZEN BREAKFAST,ALT_CATEGORY,SYRUP CARRIERS,ALT_SUB_CATEGORY,FROZEN BREAKFAST PRODUCT RES
4020100168,WORTHINGTON FOODS - CANNED,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,CANNED PRODUCT
4020100169,LOMA LINDA - CANNED,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,CANNED PRODUCT
4020150170,GB VEGGIE BURGERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE BURGERS
4020150171,MSF VEGGIE BURGERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE BURGERS
4020150291,DO NOT USE - INCOG BURGERS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE BURGERS
4020200172,GB POULTRY,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,POULTRY
4020200173,MSF POULTRY,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,POULTRY
4020200296,DO NOT USE - INCOG POULTRY,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,POULTRY
4020250174,MSF HOT DOGS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,HOT DOGS
4020250292,DO NOT USE - INCOG SAUSAGE,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE OTHER
4020300175,MSF CORN DOGS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,CORN DOGS
4020350176,GB HANDHELDS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE OTHER
4020350251,MSF HANDHELDS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE PRODUCT RESERVE
4020400177,GB BREAKFAST,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE BREAKFAST
4020400178,MSF BREAKFAST,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE BREAKFAST
4020450179,GB MEAL SOLUTIONS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE MEAL SOLUTIONS
4020450180,MSF MEAL SOLUTIONS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE MEAL SOLUTIONS
4020450293,DO NOT USE - INCOG MEAL SOLUTIONS,US,ALT_PROD_HIERARCHY,ALT_MARKET_SEG,VEGGIE,ALT_CATEGORY,VEGGIE,ALT_SUB_CATEGORY,VEGGIE MEAL SOLUTIONS
